antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'soda', 'milk', 'beer'})","frozenset({'diapers', 'chips'})",0.35,0.425,0.225,0.6428571428571429,1.512605042016807,1.0,0.07625000000000001,1.61,0.5213675213675214,0.40909090909090917,0.37888198757763986,0.5861344537815126
"frozenset({'soda', 'milk'})","frozenset({'diapers', 'chips', 'beer'})",0.4,0.375,0.225,0.5625,1.5,1.0,0.07499999999999998,1.4285714285714286,0.5555555555555554,0.40909090909090906,0.3,0.58125
"frozenset({'diapers', 'chips', 'beer'})","frozenset({'soda', 'milk'})",0.375,0.4,0.225,0.6,1.4999999999999998,1.0,0.07499999999999998,1.4999999999999998,0.5333333333333332,0.40909090909090906,0.33333333333333326,0.58125
"frozenset({'diapers', 'soda', 'milk', 'bread'})",frozenset({'chips'}),0.275,0.55,0.225,0.8181818181818181,1.4876033057851237,1.0,0.07374999999999998,2.4749999999999988,0.4521072796934865,0.37499999999999994,0.5959595959595958,0.6136363636363635
"frozenset({'bread', 'pasta'})","frozenset({'diapers', 'milk', 'beer'})",0.3,0.45,0.2,0.6666666666666667,1.4814814814814816,1.0,0.065,1.6500000000000006,0.46428571428571436,0.36363636363636365,0.39393939393939403,0.5555555555555556
"frozenset({'banana', 'bread'})","frozenset({'milk', 'beer'})",0.225,0.6,0.2,0.888888888888889,1.4814814814814816,1.0,0.065,3.6000000000000023,0.4193548387096774,0.32,0.7222222222222224,0.6111111111111112
"frozenset({'eggs', 'bread'})","frozenset({'milk', 'beer'})",0.225,0.6,0.2,0.888888888888889,1.4814814814814816,1.0,0.065,3.6000000000000023,0.4193548387096774,0.32,0.7222222222222224,0.6111111111111112
"frozenset({'coffee', 'milk'})","frozenset({'beer', 'bread'})",0.2,0.675,0.2,1.0,1.4814814814814814,1.0,0.065,inf,0.40624999999999994,0.2962962962962963,1.0,0.6481481481481481
frozenset({'chips'}),"frozenset({'beer', 'soda', 'bread'})",0.55,0.4,0.325,0.5909090909090908,1.477272727272727,1.0,0.10499999999999998,1.4666666666666663,0.7179487179487178,0.52,0.318181818181818,0.7017045454545454
"frozenset({'beer', 'soda', 'bread'})",frozenset({'chips'}),0.4,0.55,0.325,0.8125,1.477272727272727,1.0,0.10499999999999998,2.4,0.5384615384615383,0.52,0.5833333333333333,0.7017045454545454
"frozenset({'soda', 'milk'})","frozenset({'diapers', 'chips'})",0.4,0.425,0.25,0.625,1.4705882352941178,1.0,0.07999999999999999,1.5333333333333332,0.5333333333333333,0.4347826086956522,0.3478260869565218,0.6066176470588236
"frozenset({'diapers', 'chips'})","frozenset({'soda', 'milk'})",0.425,0.4,0.25,0.5882352941176471,1.4705882352941175,1.0,0.07999999999999999,1.457142857142857,0.5565217391304348,0.4347826086956522,0.3137254901960784,0.6066176470588236
frozenset({'chips'}),"frozenset({'diapers', 'soda'})",0.55,0.375,0.3,0.5454545454545454,1.4545454545454544,1.0,0.09374999999999997,1.3749999999999998,0.6944444444444443,0.48,0.27272727272727265,0.6727272727272726
"frozenset({'diapers', 'soda'})",frozenset({'chips'}),0.375,0.55,0.3,0.7999999999999999,1.4545454545454544,1.0,0.09374999999999997,2.249999999999999,0.49999999999999983,0.48,0.5555555555555554,0.6727272727272726
"frozenset({'beer', 'soda', 'milk', 'bread'})","frozenset({'diapers', 'chips'})",0.325,0.425,0.2,0.6153846153846154,1.4479638009049776,1.0,0.06187500000000001,1.495,0.4583333333333334,0.36363636363636365,0.331103678929766,0.5429864253393666
"frozenset({'soda', 'chips', 'bread'})","frozenset({'milk', 'beer'})",0.35,0.6,0.3,0.8571428571428572,1.4285714285714288,1.0,0.09,2.8000000000000016,0.4615384615384615,0.46153846153846156,0.642857142857143,0.6785714285714286
"frozenset({'bread', 'pasta'})","frozenset({'diapers', 'milk'})",0.3,0.525,0.225,0.75,1.4285714285714286,1.0,0.0675,1.9,0.4285714285714286,0.375,0.47368421052631576,0.5892857142857143
"frozenset({'diapers', 'milk', 'beer'})",frozenset({'pasta'}),0.45,0.35,0.225,0.5,1.4285714285714286,1.0,0.0675,1.3,0.5454545454545454,0.3913043478260869,0.23076923076923078,0.5714285714285714
frozenset({'pasta'}),"frozenset({'diapers', 'milk', 'beer'})",0.35,0.45,0.225,0.6428571428571429,1.4285714285714286,1.0,0.0675,1.5400000000000003,0.4615384615384615,0.3913043478260869,0.3506493506493507,0.5714285714285714
"frozenset({'milk', 'beer', 'pasta'})",frozenset({'diapers'}),0.225,0.7,0.225,1.0,1.4285714285714286,1.0,0.0675,inf,0.38709677419354843,0.32142857142857145,1.0,0.6607142857142857
"frozenset({'beer', 'milk', 'bread', 'pasta'})",frozenset({'diapers'}),0.2,0.7,0.2,1.0,1.4285714285714286,1.0,0.060000000000000026,inf,0.3750000000000001,0.28571428571428575,1.0,0.6428571428571429
"frozenset({'beer', 'bread', 'pasta'})",frozenset({'diapers'}),0.225,0.7,0.225,1.0,1.4285714285714286,1.0,0.0675,inf,0.38709677419354843,0.32142857142857145,1.0,0.6607142857142857
"frozenset({'beer', 'pasta'})",frozenset({'diapers'}),0.25,0.7,0.25,1.0,1.4285714285714286,1.0,0.07500000000000001,inf,0.4000000000000001,0.35714285714285715,1.0,0.6785714285714286
"frozenset({'milk', 'beer'})","frozenset({'soda', 'chips', 'bread'})",0.6,0.35,0.3,0.5,1.4285714285714286,1.0,0.09,1.3,0.75,0.46153846153846156,0.23076923076923078,0.6785714285714286
"frozenset({'soda', 'milk', 'bread'})","frozenset({'diapers', 'chips', 'beer'})",0.375,0.375,0.2,0.5333333333333333,1.4222222222222223,1.0,0.05937500000000001,1.3392857142857142,0.4750000000000001,0.36363636363636365,0.2533333333333333,0.5333333333333333
"frozenset({'diapers', 'chips', 'beer'})","frozenset({'soda', 'milk', 'bread'})",0.375,0.375,0.2,0.5333333333333333,1.4222222222222223,1.0,0.05937500000000001,1.3392857142857142,0.4750000000000001,0.36363636363636365,0.2533333333333333,0.5333333333333333
frozenset({'chips'}),"frozenset({'soda', 'beer'})",0.55,0.45,0.35,0.6363636363636362,1.414141414141414,1.0,0.10249999999999995,1.5124999999999995,0.6507936507936506,0.5384615384615384,0.33884297520661133,0.707070707070707
frozenset({'chips'}),"frozenset({'soda', 'bread'})",0.55,0.45,0.35,0.6363636363636362,1.414141414141414,1.0,0.10249999999999995,1.5124999999999995,0.6507936507936506,0.5384615384615384,0.33884297520661133,0.707070707070707
"frozenset({'soda', 'bread'})",frozenset({'chips'}),0.45,0.55,0.35,0.7777777777777777,1.414141414141414,1.0,0.10249999999999995,2.024999999999999,0.5324675324675322,0.5384615384615384,0.5061728395061725,0.707070707070707
"frozenset({'soda', 'beer'})",frozenset({'chips'}),0.45,0.55,0.35,0.7777777777777777,1.414141414141414,1.0,0.10249999999999995,2.024999999999999,0.5324675324675322,0.5384615384615384,0.5061728395061725,0.707070707070707
"frozenset({'diapers', 'chips'})","frozenset({'soda', 'milk', 'bread'})",0.425,0.375,0.225,0.5294117647058824,1.411764705882353,1.0,0.06562500000000002,1.328125,0.5072463768115943,0.3913043478260869,0.24705882352941178,0.5647058823529412
"frozenset({'soda', 'milk', 'bread'})","frozenset({'diapers', 'chips'})",0.375,0.425,0.225,0.6,1.411764705882353,1.0,0.06562500000000002,1.4374999999999998,0.4666666666666668,0.3913043478260869,0.30434782608695654,0.5647058823529412
"frozenset({'milk', 'pasta'})","frozenset({'beer', 'diapers', 'bread'})",0.3,0.475,0.2,0.6666666666666667,1.4035087719298247,1.0,0.05750000000000002,1.5750000000000004,0.4107142857142859,0.3478260869565218,0.3650793650793652,0.543859649122807
"frozenset({'chips', 'beer'})","frozenset({'diapers', 'soda'})",0.475,0.375,0.25,0.5263157894736842,1.4035087719298245,1.0,0.07187500000000002,1.3194444444444444,0.5476190476190478,0.4166666666666667,0.24210526315789468,0.5964912280701754
"frozenset({'diapers', 'soda'})","frozenset({'chips', 'beer'})",0.375,0.475,0.25,0.6666666666666666,1.4035087719298245,1.0,0.07187500000000002,1.575,0.46000000000000013,0.4166666666666667,0.36507936507936506,0.5964912280701754
frozenset({'soda'}),"frozenset({'chips', 'beer'})",0.525,0.475,0.35,0.6666666666666666,1.4035087719298245,1.0,0.10062499999999999,1.575,0.6052631578947368,0.5384615384615384,0.36507936507936506,0.7017543859649122
"frozenset({'chips', 'beer'})",frozenset({'soda'}),0.475,0.525,0.35,0.7368421052631579,1.4035087719298245,1.0,0.10062499999999999,1.8049999999999997,0.5476190476190476,0.5384615384615384,0.44598337950138495,0.7017543859649122
frozenset({'apple'}),frozenset({'chips'}),0.325,0.55,0.25,0.7692307692307692,1.3986013986013983,1.0,0.07124999999999998,1.9499999999999993,0.42222222222222205,0.4,0.487179487179487,0.6118881118881119
frozenset({'chips'}),frozenset({'soda'}),0.55,0.525,0.4,0.7272727272727273,1.3852813852813852,1.0,0.11124999999999996,1.7416666666666667,0.6180555555555554,0.5925925925925924,0.4258373205741627,0.7445887445887446
frozenset({'rice'}),frozenset({'soda'}),0.275,0.525,0.2,0.7272727272727273,1.3852813852813852,1.0,0.05562499999999998,1.7416666666666667,0.3836206896551723,0.3333333333333333,0.4258373205741627,0.5541125541125541
frozenset({'soda'}),frozenset({'chips'}),0.525,0.55,0.4,0.7619047619047619,1.385281385281385,1.0,0.11124999999999996,1.8899999999999995,0.5855263157894735,0.5925925925925924,0.47089947089947076,0.7445887445887446
"frozenset({'banana', 'bread'})",frozenset({'milk'}),0.225,0.725,0.225,1.0,1.3793103448275863,1.0,0.06187500000000001,inf,0.35483870967741943,0.3103448275862069,1.0,0.6551724137931034
"frozenset({'apple', 'soda'})",frozenset({'milk'}),0.2,0.725,0.2,1.0,1.3793103448275863,1.0,0.05500000000000002,inf,0.34375000000000006,0.27586206896551724,1.0,0.6379310344827587
"frozenset({'eggs', 'beer', 'bread'})",frozenset({'milk'}),0.2,0.725,0.2,1.0,1.3793103448275863,1.0,0.05500000000000002,inf,0.34375000000000006,0.27586206896551724,1.0,0.6379310344827587
"frozenset({'eggs', 'bread'})",frozenset({'milk'}),0.225,0.725,0.225,1.0,1.3793103448275863,1.0,0.06187500000000001,inf,0.35483870967741943,0.3103448275862069,1.0,0.6551724137931034
"frozenset({'banana', 'bread', 'beer'})",frozenset({'milk'}),0.2,0.725,0.2,1.0,1.3793103448275863,1.0,0.05500000000000002,inf,0.34375000000000006,0.27586206896551724,1.0,0.6379310344827587
"frozenset({'cereal', 'bread'})","frozenset({'milk', 'beer'})",0.275,0.6,0.225,0.8181818181818181,1.3636363636363635,1.0,0.06,2.1999999999999993,0.367816091954023,0.34615384615384615,0.5454545454545453,0.5965909090909091
"frozenset({'milk', 'pasta'})","frozenset({'diapers', 'bread'})",0.3,0.55,0.225,0.75,1.3636363636363635,1.0,0.06,1.7999999999999998,0.38095238095238093,0.35999999999999993,0.44444444444444436,0.5795454545454546
"frozenset({'diapers', 'pasta'})","frozenset({'milk', 'beer'})",0.275,0.6,0.225,0.8181818181818181,1.3636363636363635,1.0,0.06,2.1999999999999993,0.367816091954023,0.34615384615384615,0.5454545454545453,0.5965909090909091
frozenset({'pasta'}),"frozenset({'diapers', 'milk'})",0.35,0.525,0.25,0.7142857142857143,1.3605442176870748,1.0,0.06625,1.6625,0.4076923076923077,0.4,0.39849624060150374,0.5952380952380952
"frozenset({'milk', 'beer'})","frozenset({'chips', 'bread'})",0.6,0.4,0.325,0.5416666666666667,1.3541666666666667,1.0,0.08500000000000002,1.3090909090909093,0.653846153846154,0.48148148148148145,0.23611111111111122,0.6770833333333334
"frozenset({'chips', 'bread'})","frozenset({'milk', 'beer'})",0.4,0.6,0.325,0.8125,1.3541666666666667,1.0,0.08500000000000002,2.1333333333333333,0.43589743589743596,0.48148148148148145,0.53125,0.6770833333333334
"frozenset({'milk', 'beer'})","frozenset({'soda', 'chips'})",0.6,0.4,0.325,0.5416666666666667,1.3541666666666667,1.0,0.08500000000000002,1.3090909090909093,0.653846153846154,0.48148148148148145,0.23611111111111122,0.6770833333333334
"frozenset({'soda', 'chips'})","frozenset({'milk', 'beer'})",0.4,0.6,0.325,0.8125,1.3541666666666667,1.0,0.08500000000000002,2.1333333333333333,0.43589743589743596,0.48148148148148145,0.53125,0.6770833333333334
frozenset({'pasta'}),"frozenset({'beer', 'diapers', 'bread'})",0.35,0.475,0.225,0.6428571428571429,1.3533834586466167,1.0,0.058750000000000024,1.4700000000000002,0.40170940170940184,0.375,0.3197278911564627,0.5582706766917294
frozenset({'coffee'}),"frozenset({'beer', 'bread'})",0.275,0.675,0.25,0.9090909090909091,1.3468013468013467,1.0,0.06437499999999996,3.5749999999999984,0.3551724137931032,0.3571428571428571,0.7202797202797202,0.6397306397306397
frozenset({'pasta'}),"frozenset({'beer', 'diapers', 'milk', 'bread'})",0.35,0.425,0.2,0.5714285714285715,1.3445378151260508,1.0,0.05125000000000002,1.3416666666666668,0.39423076923076933,0.3478260869565218,0.2546583850931679,0.5210084033613446
"frozenset({'diapers', 'chips'})",frozenset({'soda'}),0.425,0.525,0.3,0.7058823529411765,1.3445378151260505,1.0,0.076875,1.6150000000000002,0.4456521739130435,0.46153846153846156,0.3808049535603716,0.6386554621848739
frozenset({'soda'}),"frozenset({'diapers', 'chips'})",0.525,0.425,0.3,0.5714285714285714,1.3445378151260503,1.0,0.076875,1.3416666666666666,0.5394736842105263,0.46153846153846156,0.2546583850931677,0.6386554621848739
"frozenset({'diapers', 'bread', 'pasta'})","frozenset({'milk', 'beer'})",0.25,0.6,0.2,0.8,1.3333333333333335,1.0,0.05000000000000002,2.0000000000000004,0.33333333333333337,0.30769230769230776,0.5000000000000001,0.5666666666666667
"frozenset({'diapers', 'soda', 'chips', 'bread'})","frozenset({'milk', 'beer'})",0.25,0.6,0.2,0.8,1.3333333333333335,1.0,0.05000000000000002,2.0000000000000004,0.33333333333333337,0.30769230769230776,0.5000000000000001,0.5666666666666667
"frozenset({'coffee', 'bread'})","frozenset({'milk', 'beer'})",0.25,0.6,0.2,0.8,1.3333333333333335,1.0,0.05000000000000002,2.0000000000000004,0.33333333333333337,0.30769230769230776,0.5000000000000001,0.5666666666666667
"frozenset({'soda', 'bread'})","frozenset({'diapers', 'chips', 'beer'})",0.45,0.375,0.225,0.5,1.3333333333333333,1.0,0.056249999999999994,1.25,0.4545454545454545,0.375,0.2,0.55
"frozenset({'diapers', 'chips', 'beer'})","frozenset({'soda', 'bread'})",0.375,0.45,0.225,0.6,1.3333333333333333,1.0,0.056249999999999994,1.375,0.39999999999999997,0.375,0.27272727272727265,0.55
"frozenset({'beer', 'soda', 'bread'})","frozenset({'diapers', 'chips'})",0.4,0.425,0.225,0.5625,1.3235294117647058,1.0,0.05499999999999999,1.3142857142857143,0.40740740740740733,0.375,0.23913043478260873,0.5459558823529411
"frozenset({'diapers', 'chips'})","frozenset({'beer', 'soda', 'bread'})",0.425,0.4,0.225,0.5294117647058824,1.3235294117647058,1.0,0.05499999999999999,1.275,0.4251207729468599,0.375,0.2156862745098039,0.5459558823529411
"frozenset({'eggs', 'milk'})","frozenset({'beer', 'bread'})",0.225,0.675,0.2,0.888888888888889,1.316872427983539,1.0,0.048125,2.925000000000001,0.3104838709677419,0.28571428571428575,0.6581196581196582,0.5925925925925926
"frozenset({'diapers', 'chips'})","frozenset({'soda', 'bread'})",0.425,0.45,0.25,0.5882352941176471,1.3071895424836601,1.0,0.05875,1.3357142857142859,0.40869565217391307,0.4,0.25133689839572193,0.5718954248366013
"frozenset({'diapers', 'chips'})","frozenset({'soda', 'beer'})",0.425,0.45,0.25,0.5882352941176471,1.3071895424836601,1.0,0.05875,1.3357142857142859,0.40869565217391307,0.4,0.25133689839572193,0.5718954248366013
"frozenset({'soda', 'bread'})","frozenset({'diapers', 'chips'})",0.45,0.425,0.25,0.5555555555555556,1.3071895424836601,1.0,0.05875,1.29375,0.4272727272727272,0.4,0.22705314009661845,0.5718954248366013
"frozenset({'soda', 'beer'})","frozenset({'diapers', 'chips'})",0.45,0.425,0.25,0.5555555555555556,1.3071895424836601,1.0,0.05875,1.29375,0.4272727272727272,0.4,0.22705314009661845,0.5718954248366013
"frozenset({'beer', 'milk', 'bread'})","frozenset({'soda', 'chips'})",0.575,0.4,0.3,0.5217391304347826,1.3043478260869563,1.0,0.07,1.2545454545454544,0.5490196078431373,0.4444444444444444,0.20289855072463764,0.6358695652173912
"frozenset({'soda', 'chips'})","frozenset({'beer', 'milk', 'bread'})",0.4,0.575,0.3,0.7499999999999999,1.3043478260869563,1.0,0.07,1.6999999999999995,0.38888888888888895,0.4444444444444444,0.41176470588235276,0.6358695652173912
frozenset({'pasta'}),"frozenset({'diapers', 'bread'})",0.35,0.55,0.25,0.7142857142857143,1.2987012987012987,1.0,0.057499999999999996,1.575,0.3538461538461538,0.3846153846153846,0.36507936507936506,0.5844155844155844
frozenset({'cereal'}),"frozenset({'chips', 'beer'})",0.325,0.475,0.2,0.6153846153846154,1.2955465587044537,1.0,0.04562500000000003,1.3650000000000002,0.33796296296296313,0.3333333333333333,0.2673992673992675,0.5182186234817814
frozenset({'apple'}),"frozenset({'chips', 'beer'})",0.325,0.475,0.2,0.6153846153846154,1.2955465587044537,1.0,0.04562500000000003,1.3650000000000002,0.33796296296296313,0.3333333333333333,0.2673992673992675,0.5182186234817814
"frozenset({'milk', 'beer'})","frozenset({'diapers', 'bread'})",0.6,0.55,0.425,0.7083333333333334,1.2878787878787878,1.0,0.09499999999999997,1.542857142857143,0.5588235294117645,0.5862068965517242,0.35185185185185186,0.740530303030303
"frozenset({'diapers', 'bread'})","frozenset({'milk', 'beer'})",0.55,0.6,0.425,0.7727272727272726,1.2878787878787876,1.0,0.09499999999999997,1.7599999999999991,0.49673202614379075,0.5862068965517242,0.43181818181818155,0.740530303030303
frozenset({'pasta'}),"frozenset({'diapers', 'milk', 'bread'})",0.35,0.5,0.225,0.6428571428571429,1.2857142857142858,1.0,0.05000000000000002,1.4000000000000001,0.34188034188034194,0.36,0.2857142857142858,0.5464285714285715
"frozenset({'milk', 'chips'})","frozenset({'beer', 'bread'})",0.375,0.675,0.325,0.8666666666666667,1.2839506172839505,1.0,0.07187499999999997,2.4375,0.3538461538461537,0.44827586206896547,0.5897435897435898,0.674074074074074
frozenset({'cereal'}),"frozenset({'milk', 'beer'})",0.325,0.6,0.25,0.7692307692307692,1.282051282051282,1.0,0.05499999999999999,1.733333333333333,0.32592592592592584,0.37037037037037035,0.42307692307692296,0.592948717948718
"frozenset({'soda', 'chips', 'bread'})",frozenset({'milk'}),0.35,0.725,0.325,0.9285714285714287,1.2807881773399017,1.0,0.07125000000000004,3.850000000000008,0.33727810650887585,0.43333333333333335,0.7402597402597408,0.6884236453201971
"frozenset({'soda', 'chips', 'beer'})",frozenset({'milk'}),0.35,0.725,0.325,0.9285714285714287,1.2807881773399017,1.0,0.07125000000000004,3.850000000000008,0.33727810650887585,0.43333333333333335,0.7402597402597408,0.6884236453201971
"frozenset({'beer', 'soda', 'chips', 'bread'})",frozenset({'milk'}),0.325,0.725,0.3,0.923076923076923,1.273209549071618,1.0,0.06437499999999999,3.5749999999999975,0.31790123456790115,0.39999999999999997,0.7202797202797201,0.6684350132625995
"frozenset({'eggs', 'beer'})","frozenset({'milk', 'bread'})",0.225,0.7,0.2,0.888888888888889,1.26984126984127,1.0,0.04250000000000001,2.700000000000002,0.2741935483870968,0.2758620689655173,0.6296296296296299,0.5873015873015873
"frozenset({'soda', 'chips', 'bread'})","frozenset({'diapers', 'milk', 'beer'})",0.35,0.45,0.2,0.5714285714285715,1.26984126984127,1.0,0.04250000000000001,1.2833333333333337,0.326923076923077,0.3333333333333333,0.22077922077922088,0.507936507936508
"frozenset({'soda', 'chips', 'milk'})","frozenset({'beer', 'bread'})",0.35,0.675,0.3,0.8571428571428572,1.2698412698412698,1.0,0.06375,2.275000000000001,0.3269230769230769,0.4137931034482759,0.5604395604395606,0.6507936507936508
"frozenset({'diapers', 'chips', 'beer'})",frozenset({'soda'}),0.375,0.525,0.25,0.6666666666666666,1.2698412698412698,1.0,0.05312499999999998,1.4249999999999998,0.33999999999999986,0.3846153846153846,0.2982456140350876,0.5714285714285714
frozenset({'eggs'}),"frozenset({'beer', 'milk', 'bread'})",0.275,0.575,0.2,0.7272727272727273,1.2648221343873518,1.0,0.04187500000000002,1.5583333333333336,0.288793103448276,0.30769230769230776,0.35828877005347604,0.5375494071146245
"frozenset({'diapers', 'pasta'})","frozenset({'beer', 'milk', 'bread'})",0.275,0.575,0.2,0.7272727272727273,1.2648221343873518,1.0,0.04187500000000002,1.5583333333333336,0.288793103448276,0.30769230769230776,0.35828877005347604,0.5375494071146245
frozenset({'coffee'}),"frozenset({'beer', 'milk', 'bread'})",0.275,0.575,0.2,0.7272727272727273,1.2648221343873518,1.0,0.04187500000000002,1.5583333333333336,0.288793103448276,0.30769230769230776,0.35828877005347604,0.5375494071146245
"frozenset({'diapers', 'soda', 'bread'})",frozenset({'milk'}),0.3,0.725,0.275,0.9166666666666667,1.2643678160919543,1.0,0.05750000000000002,3.3000000000000034,0.2987012987012988,0.36666666666666675,0.6969696969696972,0.6479885057471265
"frozenset({'bread', 'pasta'})",frozenset({'milk'}),0.3,0.725,0.275,0.9166666666666667,1.2643678160919543,1.0,0.05750000000000002,3.3000000000000034,0.2987012987012988,0.36666666666666675,0.6969696969696972,0.6479885057471265
"frozenset({'chips', 'milk'})","frozenset({'beer', 'diapers', 'bread'})",0.375,0.475,0.225,0.6,1.263157894736842,1.0,0.04687500000000003,1.3125,0.33333333333333354,0.36,0.23809523809523808,0.5368421052631579
frozenset({'cereal'}),frozenset({'chips'}),0.325,0.55,0.225,0.6923076923076923,1.2587412587412585,1.0,0.046249999999999986,1.4624999999999997,0.3045267489711933,0.34615384615384615,0.3162393162393161,0.5506993006993006
"frozenset({'cereal', 'bread'})",frozenset({'milk'}),0.275,0.725,0.25,0.9090909090909091,1.2539184952978057,1.0,0.050625,3.024999999999999,0.2793103448275862,0.3333333333333333,0.6694214876033057,0.6269592476489028
"frozenset({'diapers', 'pasta'})",frozenset({'milk'}),0.275,0.725,0.25,0.9090909090909091,1.2539184952978057,1.0,0.050625,3.024999999999999,0.2793103448275862,0.3333333333333333,0.6694214876033057,0.6269592476489028
"frozenset({'diapers', 'bread'})",frozenset({'milk'}),0.55,0.725,0.5,0.9090909090909091,1.2539184952978057,1.0,0.10125,3.024999999999999,0.45000000000000007,0.6451612903225807,0.6694214876033057,0.7993730407523512
frozenset({'milk'}),"frozenset({'diapers', 'bread'})",0.725,0.55,0.5,0.6896551724137931,1.2539184952978055,1.0,0.10125,1.4500000000000002,0.7363636363636363,0.6451612903225807,0.3103448275862069,0.7993730407523512
"frozenset({'diapers', 'milk', 'beer'})","frozenset({'soda', 'chips'})",0.45,0.4,0.225,0.5,1.25,1.0,0.044999999999999984,1.2,0.3636363636363635,0.35999999999999993,0.16666666666666663,0.53125
"frozenset({'diapers', 'soda', 'bread'})","frozenset({'milk', 'beer'})",0.3,0.6,0.225,0.75,1.25,1.0,0.04500000000000001,1.6,0.2857142857142858,0.33333333333333337,0.37500000000000006,0.5625
"frozenset({'soda', 'chips'})","frozenset({'diapers', 'milk', 'beer'})",0.4,0.45,0.225,0.5625,1.25,1.0,0.044999999999999984,1.2571428571428573,0.3333333333333332,0.35999999999999993,0.2045454545454545,0.53125
"frozenset({'milk', 'rice'})",frozenset({'bread'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'coffee', 'milk', 'beer'})",frozenset({'bread'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'milk', 'pasta'})","frozenset({'diapers', 'beer'})",0.3,0.6,0.225,0.75,1.25,1.0,0.04500000000000001,1.6,0.2857142857142858,0.33333333333333337,0.37500000000000006,0.5625
"frozenset({'coffee', 'milk'})",frozenset({'beer'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'diapers', 'bread'})","frozenset({'soda', 'milk'})",0.55,0.4,0.275,0.5,1.25,1.0,0.05499999999999999,1.2,0.4444444444444444,0.40740740740740744,0.16666666666666663,0.59375
"frozenset({'soda', 'milk'})","frozenset({'diapers', 'bread'})",0.4,0.55,0.275,0.6875,1.25,1.0,0.05499999999999999,1.44,0.33333333333333326,0.40740740740740744,0.30555555555555547,0.59375
"frozenset({'rice', 'beer'})",frozenset({'bread'}),0.225,0.8,0.225,1.0,1.25,1.0,0.044999999999999984,inf,0.25806451612903214,0.28124999999999994,1.0,0.640625
"frozenset({'diapers', 'milk', 'beer'})","frozenset({'chips', 'bread'})",0.45,0.4,0.225,0.5,1.25,1.0,0.044999999999999984,1.2,0.3636363636363635,0.35999999999999993,0.16666666666666663,0.53125
"frozenset({'diapers', 'soda', 'chips'})","frozenset({'milk', 'beer'})",0.3,0.6,0.225,0.75,1.25,1.0,0.04500000000000001,1.6,0.2857142857142858,0.33333333333333337,0.37500000000000006,0.5625
"frozenset({'coffee', 'bread'})",frozenset({'beer'}),0.25,0.8,0.25,1.0,1.25,1.0,0.04999999999999999,inf,0.2666666666666666,0.3125,1.0,0.65625
"frozenset({'diapers', 'banana'})",frozenset({'beer'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'coffee', 'diapers'})",frozenset({'beer'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'chips', 'bread'})","frozenset({'diapers', 'milk', 'beer'})",0.4,0.45,0.225,0.5625,1.25,1.0,0.044999999999999984,1.2571428571428573,0.3333333333333332,0.35999999999999993,0.2045454545454545,0.53125
"frozenset({'diapers', 'chips', 'bread'})","frozenset({'milk', 'beer'})",0.3,0.6,0.225,0.75,1.25,1.0,0.04500000000000001,1.6,0.2857142857142858,0.33333333333333337,0.37500000000000006,0.5625
frozenset({'coffee'}),frozenset({'beer'}),0.275,0.8,0.275,1.0,1.25,1.0,0.05499999999999999,inf,0.27586206896551724,0.34374999999999994,1.0,0.671875
"frozenset({'bread', 'pasta'})","frozenset({'diapers', 'beer'})",0.3,0.6,0.225,0.75,1.25,1.0,0.04500000000000001,1.6,0.2857142857142858,0.33333333333333337,0.37500000000000006,0.5625
"frozenset({'coffee', 'milk', 'bread'})",frozenset({'beer'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'eggs', 'milk', 'beer'})",frozenset({'bread'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'eggs', 'milk'})",frozenset({'bread'}),0.225,0.8,0.225,1.0,1.25,1.0,0.044999999999999984,inf,0.25806451612903214,0.28124999999999994,1.0,0.640625
"frozenset({'coffee', 'milk'})",frozenset({'bread'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'diapers', 'soda', 'chips', 'bread'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'diapers', 'soda', 'chips', 'beer'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
